Licensee Name,License Number,Licence Status,Email,Phone,WhatsApp,Skype ID,Domain Names,Full Address,Game Types
Rabbit Entertainment Limited,MGA/B2C/284/2014,Surrendered,compliance@rabbitent.com,21342662,21342662,,"Https://Www.Lordlucky.Com, Https://Www.Tigerspin.Com, Https://Www.Tigerspin.De, Https://Www.Elcarado.Com, Https://Www.Lapalingo.Com, Https://Www.Lordlucky.De, Https://Www.Lapalingo.De","14 East, Level 3 Triq Tas-Sliema, Gzira, Gzira, Gzr 1639, Malta",Type 1 Gaming Service
Rational Live Events (Malta) Limited,MGA/B2C/583/2018,Licensed,Invalid Email,,,,,"The Flutter Group Spinola Park, Level 2, Triq Mikiel Ang Borg, St Julians, Spk 1000, Malta",Type 3 Gaming Service
Ray Gaming Software Ltd,MGA/B2B/675/2019,Licensed,Invalid Email,,,,,"Depiro Point Blk A 2, Mons. G. Depiro Street,, Sliema, , Malta",Type 2 Gaming Service
Raybet Ltd,MGA/B2C/786/2020,Surrendered,licensing@igagroup.com,,,,Https://Raysuperbet.Com/,"64, 'Excalibur' B. Bontadini Street, Birkirkara, Bkr 1737, Malta",Type 2 Gaming Service
Realm Entertainment Limited,MGA/B2C/196/2010,Licensed,info@realmentltd.com,21314023,21314023,,,"14 East, Level 9, Sliema Road,, Gzira, , Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Rebels Gaming Limited,MGA/B2C/172/2009,Licensed,cs@betrebels.com,+356 27040188,+356 27040188,,"Http://Www.Betrebels.Com, Http://Www.Betrebel.Com, Http://Www.Sportsrebels.Com, Http://Www.Betrebels.Gr, Http://Gamingrebels.Com, Http://Casinorebels.Com, Http://Www.Betrebels.Bet","177A, St. Moritz Tower Road, Sliema, Slm 1603, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Red Panda Ltd,MGA/B2B/447/2017,Licensed,keyofficials@gmail.com,+35699821268,+35699821268,,,"Abacus Business Centre, Level 1, Dun Karm Street, Birkirkara Bypass,, Birkirkara., Bkr 9037, Malta",Type 1 Gaming Service
Red Rake Tech Sociedad Limitada,MGA/B2B/621/2018,Licensed,compliance@redrakegaming.com,+34 963693726,+34 963693726,,,"C/ Daniel Balaciart 2-1St Floor, Valencia, 46020-Valencia, Spain",Type 1 Gaming Service
Red Rhino Ltd,MGA/B2C/398/2017,Licensed,carlo@apecage.com,27033893,27033893,,,"Forth Business Centre Level 2, Suite 2, Testaferrata Street, Ta' Xbiex, Xbx1406, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Red Turtle Ltd,MGA/B2C/448/2017,Temporary Non Operative,Invalid Email,,,,Http://Www.Samcasino.Com,"Abacus Business Center Level 1 Dun Karm Street, B'Kara Bypass, Birkirkara, Bkr 9037, Malta",Type 1 Gaming Service
Relax Gaming Limited,MGA/B2B/246/2013,Licensed,compliance@relax-gaming.com,,,,,"Floor 8, The Centre Tigne Point, Sliema, Tpo 0001, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Religa Limited,MGA/B2B/1009/2023,Licensed,admin@religa.com,25703151,25703151,,,"Level -4, Portomaso Marina, Portomaso,, St Julians, Ptm 4010, Malta",Type 1 Gaming Service
Reshuffle Gaming Limited,MGA/B2C/307/2015,Licensed,info@gaming1.com,21808800,21808800,,Http://Www.Circus.Pe,"The Crickets, St Augustine Street, Swieqi, Swq 3312, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Rfa Malta Limited,MGA/B2B/787/2020,Licensed,mario@iga.mt,99441881,99441881,,,"Level G , (Office 1/1428) , Quantum House,75,Abate Rigord Street, Ta Xbiex Xbx1120,Malta, Ta' Xbiex, Xbx1120, Malta",Type 1 Gaming Service
Rfranco Technologies Malta Limited,MGA/B2B/776/2019,Licensed,Invalid Email,,,,,"40 Villa Fairholme, Sir Augustus Bartolo Street, Ta'Xbiex, Xbx1095, Malta",Type 1 Gaming Service
Rhinoceros Operations Limited,MGA/B2C/309/2015,Surrendered,Invalid Email,,,,,"Level 2, 14 East Triq Ir-Rebha, Gzira, Gzr1327, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
River Game Operations Limited,MGA/B2C/476/2018,Surrendered,Invalid Email,,,,"Http://Www.Vegascasino.Com, Https://Casonic.Com","Regent House, Office 21 Bisazza Street, Sliema, Slm 1640, Malta",Type 1 Gaming Service
Rizk Nordic Limited,MGA/B2C/959/2022,Licensed,Invalid Email,,,,"Https://Www.Betsson.Com, Https://Www.Betsafe.Com, Https://Www.Nordicbet.Com, Https://Www.Casinoeuro.Com","Betsson Experience Centre Ta' Xbiex Seafront, Ta' Xbiex, Xbx 1027, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Rmi Limited,MGA/B2C/228/2012,Cancelled,info@rmi-ltd.com,,,,,"Vault 14, Level 2 Valletta Waterfront, Floriana, Frn1914, Malta",Type 3 Gaming Service
Rocketstudios Limited,MGA/B2B/901/2021,Licensed,mark@onecasino.com,99958345,99958345,,,"5 Villa Venezia Triq Ir Rampa Ta Ta' Xbiex, Ta' Xbiex, Xbx 1034, Malta",Type 1 Gaming Service
Rootz Ltd,MGA/B2C/599/2018,Licensed,customersupport@rootz.com,,,,"Https://Www.Caxino.Com, Https://Www.Wheelz.Com, Https://Www.Wildz.Com/, Http://Www.Spinz.Com, Https://Www.Chipz.Com","Ewropa Business Centre, Level 3-701 Dun Karm Street, Birkirkara, Bkr 9034, Malta","Type 2 Gaming Service, Type 1 Gaming Service"
Roxor Gaming (Malta) Limited,MGA/B2B/382/2017,Surrendered,Invalid Email,,,,,"Capital Business Centre, Ent.A, Lvl 1 Triq Taz-Zwejt, San Gwann, Sgn3000, Malta",Type 1 Gaming Service
Rubyplay Limited,MGA/B2B/826/2020,Licensed,fausto.lococo@rubyplay.com,,,,,"Office 14, Soho Office Space, The Strand, Fawwara Building Triq I-Imsida, Gzira, Gzr 1401, Malta",Type 1 Gaming Service
Ruleo Alpenland Ag,MGA/B2C/768/2019,Licensed,Invalid Email,,,,Http://Www.Mybet.De,"Warwitzstrasse 9, Salzburg-Gnigl, 5023, Austria","Type 1 Gaming Service, Type 2 Gaming Service"
Run It Once Ltd,MGA/B2C/349/2016,Surrendered,Invalid Email,,,,,"Vivendo House Fl. 3 Triq Agius De Soldanis, Birkirkara, Bkr 4850, Malta",Type 3 Gaming Service
Rush Gaming Ltd,MGA/B2C/701/2019,Cancelled,Invalid Email,,,,"Http://Www.Fansbet.Com, Http://Www.Onebet.Com","Level 3, 203, Bmw Building Rue D'Argens, Gzira, Gzr 1368, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 4 Gaming Service"
S.P.G Malta Ltd,MGA/B2B/482/2018,Licensed,Invalid Email,,,,Http://Www.Spadegaming.Com,"Block Number 32 Triq Ghar Id-Dud, Sliema, Slm 1573, Malta",Type 1 Gaming Service
Sb Global Markets Limited,MGA/B2C/938/2022,Licensed,regulatory.mt@superbet.com,00356 994 68880,00356 994 68880,,"Https://Superbet.Bet, Https://Superbet.Com.Br, Https://Superbet.Com","Level 1, Burlingtom Complex, Dragonara Road, St. Julians, Stj 1240, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Sb Software Limited,MGA/B2B/616/2019,Licensed,info@sb-betting.com,+356 2149 7727,+356 2149 7727,,,"No. 2, Geraldu Farrugia Street,, Zebbug, Zbg 4351, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Sbtech Malta Limited,MGA/B2B/332/2016,Surrendered,info@sbtech.com,,,,,"142 Triq Il-Kbira, Zebbug, Zbg1303, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Scgo Limited,MGA/B2C/292/2015,Licensed,legal@radixmalta.com,0035699383072,0035699383072,,Http://Vbet.Net,"Luxe Pavilion, 2Nd Level, Diamonds International Building, Portomaso, Stj 4010, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service, Type 4 Gaming Service"
Scout & Co. Limited,MGA/B2C/368/2017,Licensed,Invalid Email,,,,Http://Www.Fanteam.Com,"64, Excalibur B.Bontadini Street, Birkirkara, Bkr1737, Malta","Type 2 Gaming Service, Type 4 Gaming Service"
Scout Ltd.,MGA/B2B/386/2017,Licensed,post@scoutgaminggroup.com,21241817,21241817,,,"64, Excalibur B.Bontadini Street, Birkirkara, Bkr1737, Malta","Type 2 Gaming Service, Type 3 Gaming Service, Type 4 Gaming Service"
Seamless Technologies Limited,MGA/B2B/264/2014,Surrendered,info@slotmotion.com,+35627002270,+35627002270,,,"77, Triq Spinola,, St. Julians, Stj 1730, Malta",Type 1 Gaming Service
Sfjl Holding Limited,MGA/B2C/313/2006,Cancelled,Invalid Email,,,,,"Suite A Triq Mater Boni Consilii, Paola, Pla 1610, Malta",Type 2 Gaming Service
Sftg Limited,MGA/B2C/958/2022,Licensed,Invalid Email,,,,"Https://Www.Betsson.Com, Https://Www.Betsafe.Com/","Dragonara Business Centre Dragonara Road, Paceville, St Julians, Stj 3141, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Shark77 Limited,MGA/B2C/409/2017,Licensed,Invalid Email,,,,"Http://Casinowinbig.Com, Https://Www.Sportempire.Com","Vault 14, Level 2 Valletta Waterfront, Floriana, Frn 1914, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Silvercat Systems Limited,MGA/B2C/795/2020,Licensed,jekaterina.d@sakartilo.com,,,,Http://Secret-Lottery.Com,"Valletta Buildings Second Floor, Suite 7, South Street, Valletta, Vlt 1103, Malta",Type 3 Gaming Service
Silvereye Entertainment Limited,MGA/B2C/880/2021,Licensed,Invalid Email,+356 27110277,+356 27110277,,Https://Www.Skycitycasino.Com,"@Gig Beach Triq Id Dragunara, Malta, Stj 3148, Malta","Type 3 Gaming Service, Type 1 Gaming Service"
Simple Software Limited,MGA/B2B/645/2019,Surrendered,info@thunderspin.com,,,,Https://Thunderspin.Com,"Level 3, (Adr6593) Tower Business Centre, Tower Street, Swatar, Birkirkara, Bkr4013, Malta",Type 1 Gaming Service
Skill On Net Limited,MGA/CRP/171/2009,Licensed,Invalid Email,25 279200,25 279200,,"Http://Www.Playmillion.Com, Http://Www.Eucasino.Com, Http://Www.Vegaswinner.Com, Http://Www.Slotsmagic.Com, Http://Www.Drueckglueck.Com, Http://Www.Redkings.Com, Http://Www.Luckylouis.Com, Http://Www.Queenvegas.Com, Http://Www.Luckyniki.Com, Http://Www.Playojo.Com, Http://Www.Casinoandfriends.Com, Http://Www.Lunacasino.Com, Http://Www.Megacasino.Com, Http://Www.Simbagames.Com, Http://Www.Primecasino.Com, Http://Www.Ahtigames.Com, Http://Www.Luckymeslots.Com, Http://Www.44Aces.Com, Http://Www.Playkasino.Com, Http://Www.Miamijackpots.Com, Http://Www.Ice36.Com, Http://Www.Clemensspillehal.Com, Http://Www.Luckyvegas.Com, Http://Www.Swiftcasino.Com, Http://Www.Playjango.Com, Http://Www.Finlandiacasino.Com, Http://Www.Slingo.Com, Http://Www.Euromania.Com, Http://Www.Parisvegasclub.Com, Http://Www.Eurokingclub.Com, Http://Www.Royale500.Com, Http://Www.Lordping.Com, Http://Www.Turbonino.Com, Http://Www.Spingenie.Com, Http://Www.Knightslots.Com, Http://Www.Winningkings.Com, Http://Www.Bacanaplay.Com, Http://Www.Primeslots.Com, Http://Www.Primescratchcards.Com, Http://Www.Metalcasino.Com, Http://Www.Playuzu.Com, Http://Www.Gentingcasino.Com, Http://Www.Slotstars.Com, Https://Jackpotstar.Com, Https://Www.Winlandia.Com, Http://Www.Playtoro.Com, Http://Www.Maskedsingergames.Co.Uk, Http://Www.Zebrawins.Com, Https://Www.Royalbet.Com","Office 1/5297, Level G Quantum House, 75, Abate Rigord Street, Ta' Xbiex,, Xbx 1120, Malta",Type 1 Gaming Service
Skillbet Limited,MGA/B2B/405/2017,Surrendered,info@skillbet.net,+35699992028,+35699992028,,,"No.10 Lapsi Street, St.Julians, Stj1261, Malta",Type 3 Gaming Service
Sks365 Malta Limited,MGA/B2C/199/2011,Licensed,Invalid Email,,,,Http://Www.Planetwin365.Com,"2, Central Business Centre, Level 2, Pjazza Qalb Ta’ Ġesù, St. Julian'S, Stj 2050, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Skywind Malta Limited,MGA/B2B/519/2018,Licensed,Invalid Email,3300887962,3300887962,,Http://Www.Skywindgroup.Com,"Horeca Building, 3Rd Floor, Triq L-Imgarr,, Xewkija (Gozo), Xwk 9012, Malta",Type 1 Gaming Service
Slotmill Limited,MGA/B2B/851/2020,Licensed,Invalid Email,,,,,"Level 1, Old Railway Track Phoenix Business Centre, Svr9022, Santa Venera, Svr9022, Malta",Type 1 Gaming Service
Sltm Ltd,MGA/B2C/256/2013,Licensed,compliance@tlf.com,,,,,"Sltm Ltd No 2, Geraldu Farrugia Street , Zebbug , Zbg 4351, Malta",Type 1 Gaming Service
Smarkets Malta Limited,MGA/CRP/162/2008,Licensed,support@smarkets.com,+35627666687,+35627666687,,"Https://Betsbk.Com, Https://Getsbk.Com/","Level 7, The Hedge Triq Ir-Rampa, St Julians, Stj 1062, Malta",Type 3 Gaming Service
Smart Operations Limited,MGA/B2C/233/2016,Cancelled,Invalid Email,,,,,"35 Triq Tumas Galea, Ta Paris, Birkirkara, Bkr 4517, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Smartsoft Limited,MGA/B2B/925/2021,Licensed,A.Jgamadze@smartsoft.ge,25572557,25572557,,,"Level 3 (Suite 2746), Tower Business Centre Tower Street, Swatar Birkirkara, Bkr 4013, Malta",Type 1 Gaming Service
Soar Malta Ltd,MGA/B2C/280/2014,Licensed,support@4stargames.com,+356 20161010,+356 20161010,,"Https://Www.Fundalor.Com, Http://Www.4Starsgames.Com","Elite Business Centre Trejqa Ta Box Box, Msida, Msd 1840, Malta",Type 1 Gaming Service
Soft Construct (Malta) Limited,MGA/B2B/286/2014,Licensed,legal@radixmalta.com,0035627449232,0035627449232,,"Https://Www.Creedroomz.Com/, Https://Www.Popokgaming.Com/, Https://Www.Betconstruct.Com","Luxe Pavilion, 2Nd Level, Diamonds International Building Portomaso, St Julians, Stj4010, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service, Type 4 Gaming Service"
Softgames International Trading Limited,MGA/B2C/649/2018,Surrendered,Invalid Email,,,,Http://Www.Lotterija.Com,"Depiro Point, Block A2, Triq Mons. G. Depiro,, Sliema, Slm 2033, Malta",Type 1 Gaming Service
Sogno Di Tolosa Ltd,MGA/B2C/215/2011,Licensed,info@betn1.com,27827701,27827701,,,"Tagliaferro Business Centre Level 1, Gaiety Lane, Sliema, Slm1551, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Spinstars Entertainment Limited,MGA/B2B/690/2019,Licensed,info@cybergamingconsultants.com,21319493,21319493,,,"4, Giro'S Passage, Gibro House, , Gibraltar",Type 1 Gaming Service
Spitch Limited,MGA/B2C/670/2019,Surrendered,henning.wietzorke@spitch.live,,,,Http://Spitch.Live/,"No. 2 Geraldu Farrugia Street, Zebbug, Zbg 4351, Malta",Type 4 Gaming Service
Sportelligent Technology Ltd.,MGA/B2B/970/2022,Licensed,Invalid Email,,,,Https://Www.Sportelligent.Com/,"170, Pater House, Level 1 (Suite A288), Psaila Street,, Birkirkara, Bkr9077, Malta",Type 2 Gaming Service
Sportingtech Ltd,MGA/B2B/718/2019,Licensed,sales@sportingtech.com,20161010,20161010,,Https://Www.Sportingtech.Com,"115 A, Valley Road, Birkirkara, Bkr9024, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Sportradar Malta Limited,MGA/B2B/644/2018,Licensed,Invalid Email,+41 71 517 72 00,+41 71 517 72 00,,,"Level G (Office 1/4499), Quantum House 75 Abate Rigord Street, Ta' Xbiex, Xbx1120, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Sports Broker Ltd,MGA/CRP/538/2018,Temporary Non Operative,mga@sportsbroker.com,+48123337102,+48123337102,,Http://Www.Sportsbroker.Com,"Ewropa Business Centre, Level 3 - 701, Dun Karm Street,, Birkirkara, Bkr 9034, Malta",Type 3 Gaming Service
Sports Fantech Limited,MGA/B2C/387/2017,Cancelled,Invalid Email,,,,,"Villa Malitah Mediterranean Street, The Village, St.Julians, Stj1870, Malta",Type 4 Gaming Service
Sportsbook Software Gmbh,MGA/B2B/698/2019,Licensed,Invalid Email,,,,,"Rudolf-Hausner-Gasse 6, Vienna, 1220, Austria",Type 2 Gaming Service
Springer Sport Limited,MGA/B2C/422/2017,Surrendered,Invalid Email,+3562345 7000,+3562345 7000,,Http://Www.Onextwo.Com,"Cornerstone Business Centre Level 1, Office B, 16Th September Square, Mosta, Mst 1180, Malta",Type 2 Gaming Service
Stable Aggregator Ltd,MGA/B2B/942/2022,Licensed,Invalid Email,,,,,"Wisely House 206 Old Bakery Street, Valletta, Vlt 1451, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Stable Games Ltd,MGA/B2B/785/2020,Licensed,Invalid Email,,,,,"206, Wisely House Old Bakery Street, Valletta, Vlt1451, Malta",Type 1 Gaming Service
Stakelogic Malta Limited,MGA/CRP/322/2016,Licensed,malta@stakelogic.com,+35622014848,+35622014848,,,"Numbered Pixels Management (Suite 17) The Fort, Level 3, Hardrocks Business Park, Burmarrad Road, Naxxar, Nxr6345, Malta",Type 1 Gaming Service
Stakers Limited,MGA/B2C/371/2017,Surrendered,support@stakers.com,,,,"Http://Volks.At, Http://Volksbet.At, Http://Volksbet.De","85 St John Street, Valletta, Vlt 1165, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Stanleybet Malta Limited,MGA/B2C/100/2000,Licensed,christiann.doyle@stanleybet.com,01512352000,01512352000,,,"Vista Corner Triq Il-Ballut, Mosta, Mst 4000, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Star World Limited,MGA/B2C/180/2014,Cancelled,Invalid Email,,,,,"Suite A Mater Boni Consilii Road, Paola, Pla 1610, Malta",
Stech European Entertainment Limited,MGA/B2C/454/2017,Licensed,compliance@stech.com,77236786,77236786,,Http://Www.Spacecasino.Com,"Level 3 - Tower Business Centre Tower Street, Swatar,, Birkirkara, Bkr4013, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Subtech Ltd,MGA/B2B/693/2019,Licensed,info@gamblingconsultantmalta.com,99821268,99821268,,,"Valletta Buildings, 2Nd Floor, Suite 7 South Street, Valletta, Vlt 1103, Malta",Type 1 Gaming Service
Sucellos Capital Limited,MGA/B2C/417/2017,Surrendered,Invalid Email,,,,,"Level G (Office 1/3772) Quantum House, 75, Abate Rigord Street, Ta Xbiex, , Malta",Type 2 Gaming Service
Super7Plus Limited,MGA/B2C/436/2017,Suspended,john@beacon-services.net,99423858,99423858,,Https://Www.Super7.Plus,"Phoenix Business Centre The Penthouse, Old Railway Track, Santa Venera, Svr9022, Malta",Type 3 Gaming Service
Supersys Co Ltd,MGA/B2B/903/2021,Licensed,Invalid Email,99441881,99441881,,Https://Www.Supersys.Co,"64, Excalibur B.Bontadini Street, Birkirkara, Bkr1747,, Malta",Type 1 Gaming Service
Suprplay Ltd,MGA/B2C/325/2016,Licensed,info@suprnation.com,27037331,27037331,,Http://Www.Duelz.Com,"Palazzo Villa Rosa Triq In-Nemes, Swieqi, Swq 3302, Malta",Type 1 Gaming Service
Swintt Malta Ltd,MGA/B2B/745/2019,Licensed,compliance@swintt.com,,,,,"Level 8, The Centre, Tignepoint, Sliema, Sliema, Tpo001, Malta",Type 1 Gaming Service
Synot Games Limited,MGA/CRP/598/2018,Licensed,compliance@synotgames.com,25572557,25572557,,Http://Www.Synotgames.Com,"Level 3 (Suite No. 2278), Tower Business Centre Tower Street, Swatar, Bkr4013, Malta",Type 1 Gaming Service
Tada Gaming Ltd,MGA/B2B/940/2022,Licensed,Invalid Email,,,,,"Level G (Office1/0355), Quantom House 75 Abate Rigord Street,, Ta' Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
Tain Betting Promotion Limited,MGA/B2B/104/2000,Licensed,Invalid Email,,,,Https://Www.Tain.Com/,"Ag Building, Zone 2, Central Business District, Triq L Imdina,, Birkirkara, Cbd 2010, Malta",Type 1 Gaming Service
Tek Fox Ltd,MGA/B2C/852/2020,Surrendered,compliance@mrq.com,2035984569,2035984569,,Https://Www.Mrq.Com,"The Brewhouse Mdina Road, Central Business District,, Birkirkara, Cbd 2010, Malta",Type 1 Gaming Service
Terra Investments Limited,MGA/B2C/539/2014,Surrendered,Invalid Email,,,,,"Level G, Quantum House, 75 (Office 385), Abate Rigord Street,, Ta' Xbiex, Xbx 1120, Malta",Type 2 Gaming Service
"Tg Lab, Uab",MGA/B2B/617/2018,Licensed,info@tglab.com,,,,,"Upes 23, Vilnius, Lt-08128, Lithuania","Type 2 Gaming Service, Type 1 Gaming Service"
The Daily Fantasy Football Company Limited,MGA/B2C/384/2017,Cancelled,Invalid Email,,,,,"158 Merchant Street, Valletta, , Malta",Type 4 Gaming Service
The Mill Adventure Limited,MGA/B2B/866/2021,Licensed,compliance@themill.io,681902221,681902221,,"Https://Www.Budsino.Com, Http://Www.Themill.Io, Https://Www.Casinobud.Com","Level 4, Pendergardens Business Centre 44 St. Andrew'S Road, St Julian'S, Stj 9023, Malta",Type 1 Gaming Service
The Mill Adventure Limited,MGA/CRP/716/2019,Licensed,compliance@themill.io,681902221,681902221,,"Http://Www.Themill.Io, Https://Www.Budsino.Com, Https://Www.Casinobud.Com","Level 4, Pendergardens Business Centre 44 St. Andrew'S Road, St Julian'S, Stj 9023, Malta","Type 2 Gaming Service, Type 1 Gaming Service"
Thunderkick Malta Limited,MGA/B2B/248/2013,Licensed,info@thunderkick.com,21220002,21220002,,,"The Bastion Office No 2 Emvin Cremona Street, Floriana, Frn 1281, Malta",Type 1 Gaming Service
Tipbet Limited,MGA/B2C/303/2015,Cancelled,info@tipbet.com,27791502,27791502,,,"109, Level 0, Sir William Reid Street, Gzira, Gzr1033, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Tipico B2B Limited,MGA/B2B/765/2019,Licensed,Invalid Email,,,,,"Tipico Tower, Vjal Portomaso,, St Julians, Stk 4011, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Tipico Co. Ltd,MGA/B2C/101/2004,Licensed,Invalid Email,,,,,"Tipico Tower Vjal Portomaso, St. Julians, Stj 4011, Malta",Type 2 Gaming Service
Tipico Games Ltd,MGA/B2C/129/2004,Licensed,info@tipico.com,25707000,25707000,,,"Tipico Tower Vjal Portomaso, St. Julian'S, Stj4011, Malta",Type 1 Gaming Service
Tipico Games Ltd,MGA/CL1/1418/2017,Cancelled,info@tipico.com,25707000,25707000,,,"Tipico Tower Vjal Portomaso, St. Julian'S, Stj4011, Malta",
Tipico Karlsruhe Ltd,MGA/CRP/972/2022,Licensed,Invalid Email,,,,"Https://Www.Tipico.At, Https://Www.Tipico.Com","Tipico Tower Vjal Portomaso, St. Julians, Stj4011, Malta",Type 2 Gaming Service
Tipin Ltd,MGA/B2C/808/2020,Cancelled,info@tipin.com,,,,"Http://Www.Tipin.Com, Http://Www.Tip-In.De","34/36 Ground Floor (London) Triq L-Empire Stadium, Gzira, ., Malta",Type 2 Gaming Service
Tipster Limited,MGA/B2C/191/2010,Cancelled,info@tipster.de,+35622769000,+35622769000,,Http://Www.Tipster.De,"Melita Court, Level 1 Giuseppe Cali Street C/W Abate Rigord Street, Ta' Xbiex, Xbx 1324, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Tipster Limited,MGA/B2B/694/2019,Cancelled,info@tipster.de,+35622769000,+35622769000,,Http://Www.Tipster.De,"Melita Court, Level 1 Giuseppe Cali Street C/W Abate Rigord Street, Ta' Xbiex, Xbx 1324, Malta",Type 2 Gaming Service
Tipwin Limited,MGA/B2C/200/2011,Licensed,office@tipwin.com,,,,,"3Rd Floor,126, Pjazza Antoine De Paule, Paola, Pla1264, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Together Gaming Solutions P.L.C.,MGA/B2B/593/2018,Licensed,Invalid Email,,,,Https://Www.Togethergaming.Com/,"Mezzanine Office, The George, Ball Street, Paceville St. Julians, St. Julians, Stj 3123, Malta",Type 1 Gaming Service
Tom Horn Gaming Limited,MGA/B2B/333/2016,Surrendered,compliance@tomhorngaming.com,79705544,79705544,,,"2Nd Floor, Tower Business Centre Tower Street, Swatar, Birkirkara, Bkr4013, Malta",Type 1 Gaming Service
Topgoal (Malta) Ltd.,MGA/B2C/183/2010,Suspended,Invalid Email,,,,,"170, Pater House, Level 1 (Suite A297), Psaila Street,, Birkirkara, Bkr 9077, Malta",Type 2 Gaming Service
Tornado Games Malta Ltd,MGA/B2B/814/2020,Licensed,CARLO@PLATINCASINO.COM,25594000,25594000,,,"Forth Business Centre Level 02, Suite 4, Testaferrata Street, Ta; Xbiex, Xbx 1403, Malta",Type 1 Gaming Service
Torrero Ltd.,MGA/B2B/935/2022,Licensed,Invalid Email,,,,,"The Edge Court, Office 2, Guze Duca Street, Ħal Qormi, Qrm 9088,, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Torro Tec Limited,MGA/B2C/305/2015,Surrendered,support@tiptorro.com,,,,,"5 Wesgha Reggie Miller, Fgura, Fgr1211, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Totup System Limited,MGA/B2C/791/2020,Cancelled,Invalid Email,,,,Http://Www.Totup.Com,"Cornerstone Business Centre Level 2, Suite 1, 16Th September Square, Mosta, Mst 1180, Malta",Type 3 Gaming Service
Trannel International Limited,MGA/B2C/106/2000,Licensed,keyofficial@kindredplc.com,,,,"Https://Www.Highrolling.Com/, Http://Www.Unibet.Com, Http://Www.Mariacasino.Com, Http://Www.Bingo.Com, Https://Int.32Red.Com","Level 6, The Centre Tigne Point, Sliema, Tpo 0001, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Trinity Bet Operations Limited,MGA/B2C/254/2013,Licensed,lizenz@hpybet.com,27489368,27489368,,"Http://Www.Hpybet.Com, Https://De.Hpybet.Com/#/Home, Https://At.Hpybet.Com/#/Home?_K=Cj8Mfc","4 Center Dome, Level 1 Triq Il-Bazilika, Mosta, Mst 3291, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Triton Gaming Limited,MGA/B2C/272/2014,Cancelled,contact@casino-triton.com,+35621339188,+35621339188,,,"Regional Building, Level 3 Triq Mikiel Anton Vassalli, Msida, Msd 9010, Malta",Type 1 Gaming Service
Triton Greece Limited,MGA/B2C/111/2004,Surrendered,Invalid Email,,,,,"30/Kenilworth/1 Sir Augustus Bartolo Street,, Ta' Xbiex, Xbx1093, Malta",Type 2 Gaming Service
True Flip Gaming Ltd,MGA/B2C/778/2020,Licensed,Invalid Email,,,,Http://Www.Luckynova.Com,"Level G, (Office 1/1939), Quantum House 75 Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
True Ltd.,MGA/B2B/637/2018,Licensed,Invalid Email,,,,,"Mk Business Centre, 115A Floor 2, Valley Road, Birkirkara, Bkr 9022, Malta",Type 1 Gaming Service
Tsg Interactive Gaming Europe Limited,MGA/B2C/213/2011,Licensed,Invalid Email,,,,"Https://Www.Pokerstars-02.Com, Https://Pokerstars-01.Com, Https://Www.Pokerstars-04.Eu, Http://Www.Pokerstars.De, Http://Www.Pokerstarsvegas.De, Http://Www.Pokerstars.Eu, Http://Pokerstarscasino.Com, Http://Www.Pokerstarscasino.Eu, Http://Www.Pokerstars.Com, Http://Www.Pokerstarssports.Com, Http://Www.Pokerstarssports.Eu","The Flutter Group Spinola Park, Level 2, Triq Mikiel Ang Borg, St Julians, Spk 1000, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
